Moment ID,Moment Name - Topic,Prompt,Duration (seconds),Order,Type of Moment,Primary Topic,Ladders to Topic (1),Ladders to Topic (2),Ladders to Topic (3),Ladders to Topic (4)
M00069,Project: My Safe Place,Draw your ideal vision of a safe space. What's in it? Who is in it?,180,,Project,Feeling Safe,Confidence,Anxiety,Stress,Relationships
M00070,Avoiding Danger,To what extent are you okay with unpleasant thoughts?,60,3,(free form name),Feeling Safe,Anxiety,Fear,,
M00070,Avoiding Danger,To what extent is it easier to attempt to avoid fears and worries?,90,2,(free form name),Feeling Safe,Anxiety,Fear,,
M00070,Avoiding Danger,Describe a time where you put off an unpleasant task for your own comfort.,90,1,(free form name),Feeling Safe,Anxiety,Fear,,
M00070,Avoiding Danger,What coping mechanisms do you use to avoid unpleasant thoughts or tasks?,60,4,(free form name),Feeling Safe,Anxiety,Fear,,
M00071,Reflect on Feeling Safe,To what extent do you feel that it would be safer to 'stop thinking' sometimes?,60,2,Reflect on,Feeling Safe,Anxiety,Thoughts,Relationships,
M00071,Reflect on Feeling Safe,Describe a time you kept your thoughts to yourself to feel safe.,90,1,Reflect on,Feeling Safe,Anxiety,Thoughts,Relationships,
M00071,Reflect on Feeling Safe,How much does your feeling safe depend on the behavior of others?,60,3,Reflect on,Feeling Safe,Anxiety,Thoughts,Relationships,
M00072,Talk to Me: Disability Challenges,Do you have a seen or unseen disability?,30,1,Talk to Me,Disability,Identity,Feeling Safe,Activity,
M00072,Talk to Me: Disability Challenges,Describe this disability and how it affects your daily life.,60,2,Talk to Me,Disability,Identity,Feeling Safe,Activity,
M00072,Talk to Me: Disability Challenges,What would you tell someone who doesn't understand?,60,3,Talk to Me,Disability,Identity,Feeling Safe,Activity,
M00073,Living with My Disability,Describe how your disability affects your daily life.,90,1,Living with,Disability,Identity,Routine,Relationships,Depression
M00073,Living with My Disability,Describe how your disability affects your day-to-day mental health.,60,2,Living with,Disability,Identity,Routine,Relationships,Depression
M00073,Living with My Disability,What do you need that you aren't currently getting?,60,3,Living with,Disability,Identity,Routine,Relationships,Depression
M00074,My Disability & My World,Describe the ways in which where you live does not account for your disability.,90,1,(free form name),Disability,Identity,Feeling Safe,Self-care,
M00074,My Disability & My World,Describe a situation where you felt excluded due to a venue’s inaccessibility.,120,2,(free form name),Disability,Identity,Feeling Safe,Self-care,
M00074,My Disability & My World,Describe your perfect accessible venue. How does that venue make you feel?,90,3,(free form name),Disability,Identity,Feeling Safe,Self-care,
M00075,My Support System,Describe your current support system. Who and what do you currently rely on?,60,1,Managing,Disability,Being Social,Feeling Safe,Identity,Feeling Safe
M00075,My Support System,What support system tools do and do not work for you in managing life with disability.,60,2,Managing,Disability,Being Social,Feeling Safe,Identity,Feeling Safe
M00075,My Support System,What supports will enhance managing life with disability that you are not currently receiving?,60,3,Managing,Disability,Being Social,Feeling Safe,Identity,Feeling Safe
M00076,Talk to Me: Addiction,Describe your process of self-medication. When did it begin?,60,1,Talk to Me,Addiction,Pain,Being Sick,Medication,Depression
M00076,Talk to Me: Addiction,Describe your family history with addiction or self-medication,120,4,Talk to Me,Addiction,Pain,Being Sick,Medication,Depression
M00076,Talk to Me: Addiction,Do you feel like you are powerless over your addiction. Describe when you realized this.,60,3,Talk to Me,Addiction,Pain,Being Sick,Medication,Depression
M00076,Talk to Me: Addiction,Has there ever been a time when your substance abuse felt unmanageable?,60,2,Talk to Me,Addiction,Pain,Being Sick,Medication,Depression
M00077,Talk to Me: Family Addiction,Describe your family history as it relates to substance abuse and addiction.,120,1,Talk to Me,Addiction,Relationships,Medication,Depression,Family
M00077,Talk to Me: Family Addiction,Describe 2 ways you have been impacted by family addiction,90,4,Talk to Me,Addiction,Relationships,Medication,Depression,Family
M00077,Talk to Me: Family Addiction,How has the relationship with addiction in your family impacted your well being,60,3,Talk to Me,Addiction,Relationships,Medication,Depression,Family
M00077,Talk to Me: Family Addiction,Describe your family history with addiction as well as your feelings around it.,90,2,Talk to Me,Addiction,Relationships,Medication,Depression,Family
M00078,Living with Addiction,Describe how your addiction affects your daily life.,60,1,Living with,Addiction,Depression,Medication,Relationships,Routine
M00078,Living with Addiction,Describe how your addiction affects your day-to-day mental health.,60,2,Living with,Addiction,Depression,Medication,Relationships,Routine
M00078,Living with Addiction,"Describe methods in that past that you have tried, but were unsuccessful at becoming addiction free",120,3,Living with,Addiction,Depression,Medication,Relationships,Routine
M00079,Future Me: Addiction,What do I imagine my day-to-day addiction free life looking like?,60,1,Future Me,Addiction,Self-care,Medication,Relationships,Purpose
M00079,Future Me: Addiction,"What steps if any, do you think you should take in order to become addiction free?",90,3,Future Me,Addiction,Self-care,Medication,Relationships,Purpose
M00079,Future Me: Addiction,What goals can I achieve that addiction is currently getting in the way of?,90,4,Future Me,Addiction,Self-care,Medication,Relationships,Purpose
M00079,Future Me: Addiction,What would the day look like if it was 100% addiction free?,60,2,Future Me,Addiction,Self-care,Medication,Relationships,Purpose
M00080,Reflect on Family Addiction,Pick a time that you chose a substance or addiction over work or family?,90,2,Reflect on,Addiction,Family,Relationships,Career,
M00080,Reflect on Family Addiction,How is your family life impacted by your addiction?,60,3,Reflect on,Addiction,Family,Relationships,Career,
M00080,Reflect on Family Addiction,How do you think your friends and family feel about your addiction?,60,4,Reflect on,Addiction,Family,Relationships,Career,
M00080,Reflect on Family Addiction,Describe your history with family intervention as it pertains to addiction.,90,1,Reflect on,Addiction,Family,Relationships,Career,
M00081,Managing Addiction,When was the last time you went to a Twelve Step Program?,30,1,Managing,Addiction,Spirituality,Purpose,Care Team,Self-care
M00081,Managing Addiction,Describe your experience with a Twelve Step Program,60,2,Managing,Addiction,Spirituality,Purpose,Care Team,Self-care
M00081,Managing Addiction,Describe what you would need to overcome your addiction that you aren't currently getting?,90,3,Managing,Addiction,Spirituality,Purpose,Care Team,Self-care
M00081,Managing Addiction,What do you need that you aren't currently getting?,90,4,Managing,Addiction,Spirituality,Purpose,Care Team,Self-care
M00082,Reflect on Addiction,Describe how your addiction affects you physically.,60,1,Reflect on,Addiction,Being Sick,Medication,Nutrition,Pain
M00082,Reflect on Addiction,Describe a time there were consequences for your actions caused by your addiction.,90,2,Reflect on,Addiction,Being Sick,Medication,Nutrition,Pain
M00082,Reflect on Addiction,Describe how your addiction affects your daily routine.,90,4,Reflect on,Addiction,Being Sick,Medication,Nutrition,Pain
M00082,Reflect on Addiction,Describe how your addiction affects your day-to-day mental health.,60,3,Reflect on,Addiction,Being Sick,Medication,Nutrition,Pain
M00083,Reflect On: Sponsorship/Care Team,Describe your relationship with your sponsor or who is apart of your care team?,120,2,Reflect on,Addiction,Care Team,Relationships,Feeling Safe,
M00083,Reflect On: Sponsorship/Care Team,Describe the support of your sponsor or care team?,60,1,Reflect on,Addiction,Care Team,Relationships,Feeling Safe,
M00083,Reflect On: Sponsorship/Care Team,Talk about how the support for your addiction affects your recovery: Positive or Negative.,120,3,Reflect on,Addiction,Care Team,Relationships,Feeling Safe,
M00084,No Smoking,Describe your relationship with smoking and cigarettes.,60,2,(free form name),Addiction,Routine,Self-care,,
M00084,No Smoking,Describe your first cigarette,30,1,(free form name),Addiction,Routine,Self-care,,
M00084,No Smoking,Describe your experience with attempting to quit smoking.,90,3,(free form name),Addiction,Routine,Self-care,,
M00084,No Smoking,"What strategies, programs and advice have you used to quite or attempt to quit smoking.",120,4,(free form name),Addiction,Routine,Self-care,,
M00085,Talk to Me: Allergies,Describe your experience with allergies.,60,1,Talk to Me,Allergies,Being Sick,Nutrition,Medication,Activity
M00085,Talk to Me: Allergies,Describe a time where an allergy has affected your behavior or abilities to function.,60,2,Talk to Me,Allergies,Being Sick,Nutrition,Medication,Activity
M00085,Talk to Me: Allergies,Describe your feelings during the physical effects of an allergic reaction.,60,3,Talk to Me,Allergies,Being Sick,Nutrition,Medication,Activity
M00086,Talk to Me: Pandemic,Describe how the pandemic has affected your life the most.,180,1,Talk to Me,Being Sick,Career,Finances,Relationships,Purpose
M00086,Talk to Me: Pandemic,Describe your worries for life after the pandemic.,90,2,Talk to Me,Being Sick,Career,Finances,Relationships,Purpose
M00086,Talk to Me: Pandemic,Describe your hopes for life after the pandemic.,120,3,Talk to Me,Being Sick,Career,Finances,Relationships,Purpose
M00087,Reflect on the Pandemic,What are some things you have gotten better at during the pandemic?,60,2,Reflect on,Being Sick,Identity,Mood,Activity,Relationships
M00087,Reflect on the Pandemic,Has the pandemic allowed you to leave certain things behind?,120,3,Reflect on,Being Sick,Identity,Mood,Activity,Relationships
M00087,Reflect on the Pandemic,Has the pandemic created any new concerns for you that you'd not previously experienced?,180,1,Reflect on,Being Sick,Identity,Mood,Activity,Relationships
M00087,Reflect on the Pandemic,"Describe any ways if any, that you used as a coping mechanism during the pandemic",90,4,Reflect on,Being Sick,Identity,Mood,Activity,Relationships
M00088,Talk to Me: Media Consumption,Describe how the media you consume affects your quality of life.,120,2,Talk to Me,Media Consumption,Anxiety,Mood,Self-esteem,-
M00088,Talk to Me: Media Consumption,Describe the types of media and entertainment you routinely consume.,120,3,Talk to Me,Media Consumption,Anxiety,Mood,Self-esteem,-
M00088,Talk to Me: Media Consumption,Describe your reaction to current news media and how much you do or not follow it.,180,1,Talk to Me,Media Consumption,Anxiety,Mood,Self-esteem,-
M00089,Reflect On: Media Consumption,Describe your level of trust in media.,30,1,Reflect on,Media Consumption,Anxiety,Feelings,Thoughts,-
M00089,Reflect On: Media Consumption,How does technology and media postively impact your life?,90,3,Reflect on,Media Consumption,Anxiety,Feelings,Thoughts,-
M00089,Reflect On: Media Consumption,How does technology and media negatively impact your life?,60,2,Reflect on,Media Consumption,Anxiety,Feelings,Thoughts,-
M00090,Talk to Me: Self-Image,Describe the feelings you have surrounding your body image.,90,1,Talk to Me,Self-esteem,Self-love,Self-care,Nutrition,Identity
M00090,Talk to Me: Self-Image,Describe a time where you compared your body to someone else’s.,60,2,Talk to Me,Self-esteem,Self-love,Self-care,Nutrition,Identity
M00090,Talk to Me: Self-Image,Describe the feelings have you associated with your own body?,60,3,Talk to Me,Self-esteem,Self-love,Self-care,Nutrition,Identity
M00091,Talk to Me: Self-Esteem,Describe the good qualities you recognize in yourself.,60,1,Talk to Me,Self-esteem,Self-love,Passion,Purpose,-
M00091,Talk to Me: Self-Esteem,What successes are you currently striving for?,60,2,Talk to Me,Self-esteem,Self-love,Passion,Purpose,-
M00091,Talk to Me: Self-Esteem,What do you love most about yourself?,60,3,Talk to Me,Self-esteem,Self-love,Passion,Purpose,-
M00091,Talk to Me: Self-Esteem,"What esteemable acts do you do, in order to feel proud of yourself?",60,4,Talk to Me,Self-esteem,Self-love,Passion,Purpose,-
M00092,Talk to Me: Sex,Describe your comfort with sex and sexual health.,60,2,Talk to Me,Sex,Relationships,Confidence,Identity,Physiology
M00092,Talk to Me: Sex,Describe your comfort discussing sex and sexual health,30,3,Talk to Me,Sex,Relationships,Confidence,Identity,Physiology
M00092,Talk to Me: Sex,Describe any questions or concerns you have regarding your sexual health.,60,1,Talk to Me,Sex,Relationships,Confidence,Identity,Physiology
M00093,Sex.EDU,How do you feel about sex and your own sexuallity,60,4,(free form name),Sex,Relationships,Female Health,Family,Male Health
M00093,Sex.EDU,Where did you first learn about sex and from who?,60,1,(free form name),Sex,Relationships,Female Health,Family,Male Health
M00093,Sex.EDU,What are your most trusted sources about sex and sexual health?,60,2,(free form name),Sex,Relationships,Female Health,Family,Male Health
M00093,Sex.EDU,What access do you have to safe and quality sexual health care. Is it enough?,60,3,(free form name),Sex,Relationships,Female Health,Family,Male Health
M00093,Sex.EDU,Describe a situation where you sought support for your sexual health.,90,5,(free form name),Sex,Relationships,Female Health,Family,Male Health
M00094,Reflect on Sex,Describe the level to which you feel sexually fulfilled.,180,2,Reflect on,Sex,Relationships,Identity,Physiology,Activity
M00094,Reflect on Sex,Do you feel you and your partner(s) have open communication when it comes to sex?,120,3,Reflect on,Sex,Relationships,Identity,Physiology,Activity
M00094,Reflect on Sex,Describe what else was happening in your life during times where you've felt sexually fulfilled.,180,4,Reflect on,Sex,Relationships,Identity,Physiology,Activity
M00094,Reflect on Sex,Is your level sexual fulfilment affected by any physical barriers?,60,1,Reflect on,Sex,Relationships,Anxiety,Physiology,Activity
M00095,Sexual Boundaries,Who can you discuss sex and sexual health with right now?,90,3,(free form name),Sex,Being Social,Relationships,Media Consumption,Feeling Safe
M00095,Sexual Boundaries,To what extent do you feel society doesn't talk about sex enough?,60,4,(free form name),Sex,Being Social,Relationships,Media Consumption,Feeling Safe
M00095,Sexual Boundaries,To what extent do you feel that society is too sex obsessed?,30,5,(free form name),Sex,Being Social,Relationships,Media Consumption,Feeling Safe
M00095,Sexual Boundaries,"When it comes to intimate relationships, do you have any rules as it pertains to sex?",60,2,(free form name),Sex,Being Social,Relationships,Media Consumption,Feeling Safe
M00095,Sexual Boundaries,To what extent did you grow up in a family for which discussions about sex were off limits?,60,1,(free form name),Sex,Being Social,Relationships,Media Consumption,Feeling Safe
M00096,My Gender Identity,Describe any questions you have about gender identity?,60,3,(free form name),Identity,Sex,Relationships,Self-love,-
M00096,My Gender Identity,How would you describe your gender?,60,1,(free form name),Identity,Sex,Relationships,Self-love,-
M00096,My Gender Identity,Describe a time you didn't feel free to express your gender identity.,90,2,(free form name),Identity,Sex,Relationships,Self-love,-
M00097,My Sexual Identity,Describe any questions you have about sexual identity or orientation.,60,1,(free form name),Sex,Identity,Self-love,Male Health,Female Health
M00097,My Sexual Identity,How would you describe your sexual identity?,30,2,(free form name),Sex,Identity,Self-love,Male Health,Female Health
M00097,My Sexual Identity,Describe a time you didn't feel free to express your sexual identity.,90,3,(free form name),Sex,Identity,Self-love,Male Health,Female Health
M00098,Talk to Me: The Self,To what extent do you like yourself?,60,1,Talk to Me,Self-love,Self-esteem,Confidence,Mood,Identity
M00098,Talk to Me: The Self,To what extent do you feel that you know yourself?,90,2,Talk to Me,Self-love,Self-esteem,Confidence,Mood,Identity
M00099,Time on My Side,To what extent do you feel like you are using your time well?,60,2,(free form name),Mindfulness,Thoughts,Purpose,Passion,Self-esteem
M00099,Time on My Side,Describe a time where you feel like you were 'wasting' time?,120,4,(free form name),Mindfulness,Thoughts,Purpose,Passion,Self-esteem
M00099,Time on My Side,To what extent is being 'efficient' with your time important to you?,180,6,(free form name),Mindfulness,Thoughts,Purpose,Passion,Self-esteem
M00099,Time on My Side,"If you had more hours in a day, what would you do with them?",90,5,(free form name),Mindfulness,Thoughts,Purpose,Passion,Self-esteem
M00099,Time on My Side,Describe a time where you felt someone was wasting your time.,120,3,(free form name),Mindfulness,Thoughts,Purpose,Passion,Self-esteem
M00099,Time on My Side,Describe the importance of schedules to you.,90,1,(free form name),Mindfulness,Thoughts,Purpose,Passion,Self-esteem
M00100,Living with Purpose,What do you feel your purpose is on Earth?,120,1,Living with,Purpose,Identity,Anxiety,Fear,-
M00100,Living with Purpose,Do you ever worry about your purpose in life?,60,4,Living with,Purpose,Identity,Anxiety,Fear,-
M00100,Living with Purpose,What qualities do you think make for a purposeful life.,120,3,Living with,Purpose,Identity,Anxiety,Fear,-
M00100,Living with Purpose,Describe some people who you feel are living purposefully.,120,2,Living with,Purpose,Identity,Anxiety,Fear,-
M00101,Reflect on Passion,What are your passions?,120,1,Reflect on,Passion,Identity,Feelings,Career,Purpose
M00101,Reflect on Passion,"If money and work were not an issue, describe the passions you'd pursue.",90,4,Reflect on,Passion,Identity,Feelings,Career,Purpose
M00101,Reflect on Passion,To what extent do you feel like your day-to-day life is a barrier to your passions?,180,3,Reflect on,Passion,Identity,Feelings,Career,Purpose
M00101,Reflect on Passion,What do you think it means to 'live passionately',120,5,Reflect on,Passion,Identity,Feelings,Career,Purpose
M00101,Reflect on Passion,Do you think that passion is a luxury or a necessity?,90,2,Reflect on,Passion,Identity,Feelings,Career,Purpose
M00102,Living with Compassion,Do you feel like you are a compassionate person? Why or why not.,120,4,Living with,Compassion,Empathy,Self-love,Identity,Relationships
M00102,Living with Compassion,Describe the causes you feel are most worthwhile to you.,60,6,Living with,Compassion,Empathy,Self-love,Identity,Relationships
M00102,Living with Compassion,Do you find it easier to show compassion to others than to yourself?,120,5,Living with,Compassion,Empathy,Self-love,Identity,Relationships
M00102,Living with Compassion,Describe a time where you felt you were compassionate to another person.,180,2,Living with,Compassion,Empathy,Self-love,Identity,Relationships
M00102,Living with Compassion,Describe a time where you felt you lacked compassion towards another person.,180,1,Living with,Compassion,Empathy,Self-love,Identity,Relationships
M00102,Living with Compassion,To what extent do you trust others to be compassionate toward you?,120,3,Living with,Compassion,Empathy,Self-love,Identity,Relationships
M00103,Becoming Compassionate,Describe any barriers you perceive preventing you from being compassionate.,180,2,Future Me,Compassion,Empathy,Relationships,Love,-
M00103,Becoming Compassionate,What circumstances do you require to exercise the level of compassion you aspire to?,120,3,Future Me,Compassion,Empathy,Relationships,Love,-
M00103,Becoming Compassionate,What situations do you most want to apply your compassion to?,60,1,Future Me,Compassion,Empathy,Relationships,Love,
M00104,Living Creative,Describe the ways in which you inject creativity into your daily life.,120,3,Living with,Creativity,Mindfulness,Mood,Thoughts,Spirituality
M00104,Living Creative,In which ways do you wish you were more creative on a day-to-day basis?,60,1,Living with,Creativity,Mindfulness,Mood,Thoughts,Spirituality
M00104,Living Creative,Describe a time and circumstances in your life when you felt the most creative?,120,2,Living with,Creativity,Mindfulness,Mood,Thoughts,Spirituality
M00105,Creative Me,Do you experience any barriers when being or attempting to be creative?,60,1,(free form name),Creativity,Mindfulness,Mood,Thoughts,Spirituality
M00105,Creative Me,"(Other than now), describe a time in the last two weeks that you've been creative.",90,2,(free form name),Creativity,Mindfulness,Mood,Thoughts,Spirituality
M00106,Reflect on Creativity,How important is a creative life to you?,60,2,Reflect on,Creativity,Mindfulness,Mood,Thoughts,Passion
M00106,Reflect on Creativity,What do you feel would be the perfect setting for you to exercise creativity?,60,3,Reflect on,Creativity,Mindfulness,Mood,Thoughts,Passion
M00106,Reflect on Creativity,Who is the most creative person you know and what are your feelings towards that person?,120,1,Reflect on,Creativity,Mindfulness,Mood,Thoughts,Passion
M00107,My Future Hopes,Do you feel optimistic about the future?,60,1,(free form name),Mood,Purpose,Anxiety,Being Content,Ambition
M00107,My Future Hopes,What are some things you look forward to?,60,2,(free form name),Mood,Purpose,Anxiety,Being Content,Ambition
M00107,My Future Hopes,What are some things you worry about?,60,3,(free form name),Mood,Purpose,Anxiety,Being Content,Ambition
M00108,Explore: Gratitude,To what extent are you grateful for the things you have.,90,1,Explore,Mindfulness,Purpose,Relationships,-,-
M00108,Explore: Gratitude,To what extent do you show gratitude in your relationships.,60,3,Explore,Mindfulness,Purpose,Relationships,-,-
M00108,Explore: Gratitude,How confident are you that you are showing gratitude on a daily basis.,60,2,Explore,Mindfulness,Purpose,Relationships,-,-
M00109,Project: Gratitude,Write down a list of the things you are most grateful for today. Nothing is too small or big. Share this list out-loud.,180,1,Project,Mindfulness,Purpose,-,-,-
M00109,Project: Gratitude,"Send someone a message right now telling them that you are grateful to them for something they've recently helped you with. Beyond thank you, try to explain how their assistance made something easier, less stressful, or even more fun for you.",120,2,Project,Mindfulness,Purpose,,,
M00110,Managing: Self-Care,Describe what self-care means to you.,90,1,Managing,Self-care,Mood,Self-love,Mindfulness,
M00110,Managing: Self-Care,How do you make time for self care? How often?,60,3,Managing,Self-care,Mood,Self-love,Mindfulness,
M00110,Managing: Self-Care,Explain the importance of self-care in your life.,60,2,Managing,Self-care,Mood,Self-love,Mindfulness,
M00111,My Identity,What do you wish people knew about how you self-identify?,80,1,(free form name),Identity,Self-esteem,Self-love,Confidence,Relationships
M00111,My Identity,Describe any resistance you face when it comes to how you self-identify.,60,2,(free form name),Identity,Self-esteem,Self-love,Confidence,Relationships
M00111,My Identity,Describe how your identity excludes you from certain communities.,120,3,(free form name),Identity,Self-esteem,Self-love,Confidence,Relationships
M00111,My Identity,Describe ways in which your identity does not fit into perceived norms.,80,4,(free form name),Identity,Self-esteem,Self-love,Confidence,Relationships
M00111,My Identity,Describe communities that you do feel included in when it comes to identity.,60,5,(free form name),Identity,Self-esteem,Self-love,Confidence,Relationships
M00112,Talk to Me: Nutrition,How do you feel after eating a meal?,30,1,Talk to Me,Nutrition,Feelings,Thoughts,Stress,-
M00112,Talk to Me: Nutrition,Do you ever feel like you eat too much or too little? Describe.,60,2,Talk to Me,Nutrition,Feelings,Thoughts,Stress,-
M00112,Talk to Me: Nutrition,"How does eating a balance of healthy fats, protein, and vegetables make you feel?",90,3,Talk to Me,Nutrition,Feelings,Thoughts,Stress,-
M00113,My Relationship with Food,Describe your relationship with food.,120,1,Reflect on,Nutrition,Feelings,Thoughts,Physiology,Being Content
M00113,My Relationship with Food,"Describe how important, if at all, caloric intake is to you?",60,2,Reflect on,Nutrition,Feelings,Thoughts,Physiology,Being Content
M00113,My Relationship with Food,How often in the past week have you planned your meal/meals in advance?,60,3,Reflect on,Nutrition,Feelings,Thoughts,Physiology,Being Content
M00113,My Relationship with Food,What does it feel like to eat until you are satiated?,30,4,Reflect on,Nutrition,Feelings,Thoughts,Physiology,Being Content
M00113,My Relationship with Food,What emotions come up around food? Describe if food is or has been a comfort tool for you.,120,5,Reflect on,Nutrition,Feelings,Thoughts,Physiology,Being Content
M00114,My Relationship with Food,"What was the dynamic around meals when your were growing up? Was there a tradition, routine, describe what you can recall.",180,1,Reflect on,Nutrition,Family,Thoughts,Relationships,-
M00114,My Relationship with Food,Describe some people in your life that you share the same relationship with food. Why do you relate to them?,120,2,Reflect on,Nutrition,Family,Thoughts,Relationships,-
M00115,Am I what I eat?,Describe your typical food consumption.,60,1,(free form name),Nutrition,Finances,Feelings,-,-
M00115,Am I what I eat?,Describe your physical distance from the nearest grocery options.,60,2,(free form name),Nutrition,Finances,Feelings,,
M00115,Am I what I eat?,Describe your access to food and the effect this has on your diet.,60,3,(free form name),Nutrition,Finances,Feelings,,
M00116,Project: Nutrition,"This week, write down everything you eat on a piece of paper or in a journal. At the end of the week, reflect on this list. Any surprises?",3600,1,Project,Nutrition,Self-care,Routine,Physiology,-
M00117,Talk to Me: Spirituality,Describe the place mindfulness has in your life.,60,1,Talk to Me,Spirituality,Identity,Thoughts,Mindfulness,-
M00117,Talk to Me: Spirituality,Describe the place spirituality has in your life.,60,2,Talk to Me,Spirituality,Identity,Thoughts,Mindfulness,-
M00117,Talk to Me: Spirituality,Describe the place religion has in your life.,60,3,Talk to Me,Spirituality,Identity,Thoughts,Mindfulness,-
M00118,Reflect On: Spirituality,To what extent do you believe life is dictated by our own decisions?,90,1,Reflect on,Spirituality,Thoughts,Mindfulness,-,-
M00118,Reflect On: Spirituality,To what extent do you believe life is dictated by fate?,90,2,Reflect on,Spirituality,Thoughts,Mindfulness,-,-
M00119,Living Spiritually,Describe what role you feel faith has in helping you make decisions.,60,1,Living with,Spirituality,Relationships,Mindfulness,Mood,-
M00119,Living Spiritually,Describe what role you feel faith has in your personal relationships.,60,2,Living with,Spirituality,Relationships,Mindfulness,Mood,-
M00119,Living Spiritually,To what extent is it important that a partner shares your spiritual perspective?,90,3,Living with,Spirituality,Relationships,Mindfulness,Mood,-
M00120,Spiritual Awakening,What does spiritual awakening mean to you?,90,1,(free form name),Spirituality,Mood,Relationships,Feeling Safe,
M00120,Spiritual Awakening,Describe spiritual awakening and how it changed you.,90,2,(free form name),Spirituality,Mood,Relationships,Feeling Safe,-
M00121,Future Me: Spirituality,Describe what you feel you'd need to achieve a more spiritual life style.,90,1,Future Me,Spirituality,Self-love,Relationships,Feeling Safe,
M00121,Future Me: Spirituality,To what extent do you see spirituality being more important in your life going forward,90,2,Future Me,Spirituality,Self-love,Relationships,Feeling Safe,
M00121,Future Me: Spirituality,Describe any obstacles you feel prevent you from living a more spiritual life.,120,3,Future Me,Spirituality,Self-love,Relationships,Feeling Safe,
M00122,Talk to Me: Finances,Describe your financial reality growing up.,120,2,Talk to Me,Finances,Anxiety,Purpose,Family,-
M00122,Talk to Me: Finances,Describe your current feelings surrounding money.,60,3,Talk to Me,Finances,Anxiety,Purpose,Family,-
M00122,Talk to Me: Finances,How important is money to you?,90,1,Talk to Me,Finances,Anxiety,Purpose,Family,-
M00123,Future Me: Fiances,Describe your ideal financial situation.,90,1,Future Me,Finances,Anxiety,Purpose,-,-
M00123,Future Me: Fiances,Describe the steps you would need to take to improve your financial situation.,120,2,Future Me,Finances,Anxiety,Purpose,-,-
M00124,Reflect On: Finances,To what extent does money prevent you from reaching the personal goals you have?,90,1,Reflect on,Finances,Anxiety,Purpose,Passion,Relationships
M00124,Reflect On: Finances,Who is most affected by your current financial situation?,60,3,Reflect on,Finances,Anxiety,Purpose,Passion,Relationships
M00124,Reflect On: Finances,Describe where most of your money currently goes.,90,2,Reflect on,Finances,Anxiety,Purpose,Passion,Relationships
M00125,Living With: Job Loss,Describe your recent experience with job loss.,180,1,Living with,Career,Confidence,Purpose,Finances,
M00125,Living With: Job Loss,To what extent do you feel confident that you will get another job.,60,3,Living with,Career,Confidence,Purpose,Finances,
M00125,Living With: Job Loss,To what extent do you feel that you have skills that are valuable to an employer.,90,4,Living with,Career,Confidence,Purpose,Finances,
M00125,Living With: Job Loss,Describe what your next steps are in looking for a new job.,120,5,Living with,Career,Confidence,Purpose,Finances,
M00125,Living With: Job Loss,Describe any benefits or opportunities you see arising due to your recent job loss.,90,2,Living with,Career,Confidence,Purpose,Finances,
M00126,Living With: Financial Fear,Describe some of your fears as it pertains to finances.,90,2,Living with,Finances,Fear,Anxiety,,
M00126,Living With: Financial Fear,To what extent do you avoid thinking about money.,60,1,Living with,Finances,Fear,Anxiety,,
M00126,Living With: Financial Fear,To what extent are you planning ahead to address any financial worries you have.,90,3,Living with,Finances,Fear,Anxiety,,
M00127,Talk to Me: Poverty,Explain two ways that you manage your income the best that you can.,90,3,Talk to Me,Finances,Fear,Anxiety,,
M00127,Talk to Me: Poverty,Describe how your finances affect your mental health.,60,1,Talk to Me,Finances,Fear,Anxiety,,
M00127,Talk to Me: Poverty,Describe the support team you have when dealing with any financial struggles.,90,2,Talk to Me,Finances,Fear,Anxiety,,
M00128,Talk to Me: Decision Making,Describe your thought process when faced with a difficult decision.,90,3,Talk to Me,Decision Making,Confidence,Self-esteem,Career,Relationships
M00128,Talk to Me: Decision Making,To what extent do you believe you are good at decision making?,60,4,Talk to Me,Decision Making,Confidence,Self-esteem,Career,Relationships
M00128,Talk to Me: Decision Making,To what extent do you feel you are asked to make important decisions?,120,2,Talk to Me,Decision Making,Confidence,Self-esteem,Career,Relationships
M00128,Talk to Me: Decision Making,Who is affected by the decisions you make?,90,1,Talk to Me,Decision Making,Confidence,Self-esteem,Career,Relationships
M00129,Reflect on Your Decisions,Describe a time where you made a quick decision and the outcome was good.,120,1,Reflect on,Decision Making,Confidence,Self-esteem,,-
M00129,Reflect on Your Decisions,Describe a time where you made a quick decision and the outcome was less than ideal.,90,2,Reflect on,Decision Making,Confidence,Self-esteem,-,-
M00130,Confident Me,Describe a situation in the past two weeks you've felt confident.,90,1,(free form name),Confidence,Self-esteem,Ambition,Decision Making,Being Content
M00130,Confident Me,Describe a time where a lack of confidence affected some aspect of your life.,60,2,(free form name),Confidence,Self-esteem,Ambition,Decision Making,Being Content
M00130,Confident Me,Describe an opportunity you feel you are missing out due to a lack of self-confidence.,60,3,(free form name),Confidence,Self-esteem,Ambition,Decision Making,Being Content
M00131,99 Problems,Do you consider yourself a leader when it comes to solving problems?,120,1,(free form name),Problem Solving,Self-esteem,Confidence,Creativity,-
M00131,99 Problems,What qualities do you possess that are valuable to solving problems?,90,2,(free form name),Problem Solving,Self-esteem,Confidence,Creativity,-
M00131,99 Problems,What qualities do you possess that can be obstacles to solving problems?,90,3,(free form name),Problem Solving,Self-esteem,Confidence,Creativity,-
